chr	start	end	strand	gene_id	gene_name	cell_cycle_low_confidence	cell_cycle_high_confidence	Campbell_2020_cell_cycle_phase	Spellman_1998_cell_cycle_phase	Lichtenberg_2004_cell_cycle_phase	chan_half_life_av	chan_half_life_rep1	chan_half_life_rep2	Ho_cluster	kubik_-1nucleosome	Luisa_annotation	RPB	DECAY	Histones	metzlraz_cor_SC	metzlraz_cor_Pi	metzlraz_cor_N	metzlraz_cor_genetic_perturbations	metzlraz_cor_environmental_perturbations	metzlraz_EG_SC	metzlraz_EG_genetic_pertubation	metzlraz_EG_enviromental_pertubation	miller_half_life	miller_synth_rate	neymotin_deg_rate	neymotin_half_life	neymotin_threhold	neymotin_abundance	neymotin_synth_rate	rhee_TATAbox_class	rhee_TAF_class	verifed_ORF
chrIV	1462177	1465824	-	YDR507C	GIN4	TRUE	TRUE	G1	G1	19	2.905631916	2.653279612	3.157984219	NA	fragile		NA	NA	NA	0.092472641	0.111461569	-0.031695431	-0.14772171	-0.153760899	-0.217629461	-0.041672101	0.020491775	8.52	19.67	0.1219	6	1	3.854	0.47	TATA-less	TAF1-depleted	TRUE
chrVII	794585	795605	-	YGR152C	RSR1	TRUE	TRUE	G1	G1	19	4.03069381	3.839583081	4.221804539	PAC cluster	stable		NA	NA	NA	0.139258338	0.088954405	0.17434398	0.272039887	0.234124798	0.117530231	-0.078136991	-0.444142792	7.03	54.79	0.0542	14.6	1	5.745	0.311	TATA-less	TAF1-enriched	TRUE
chrXII	146267	147675	+	YLL002W	RTT109	TRUE	TRUE	G1	G1	19	1.977668411	2.143234418	1.812102403	NA	stable		NA	NA	NA	0.134182504	0.059952897	0.219308733	0.815746249	0.485776716	0.334562034	-0.155171464	-0.231895981	6.52	5.55	0.0838	9	1	1.358	0.114	TATA-less	TAF1-enriched	TRUE
chrII	379178	379972	-	YBR070C	ALG14	TRUE	TRUE	G1	G1	19	4.952439389	4.936494875	4.968383902	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	1.094218197	0.093375164	-0.289422653	20.55	7.42	0.0247	38.9	1	1.792	0.044	TATA-less	TAF1-enriched	TRUE
chrXIV	148212	154880	+	YNL262W	POL2	TRUE	TRUE	G1	G1	20	3.999593308	3.787378784	4.211807832	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.31194764	-0.080555123	0.156663882	14.18	12.69	0.0894	8.4	1	5.237	0.468	TATA-less	TAF1-enriched	TRUE
chrXI	224619	225901	-	YKL113C	RAD27	TRUE	TRUE	G1	G1	20	3.825639398	3.269064011	4.382214784	NA	stable		NA	NA	NA	0.10965201	0.032825584	0.115007579	0.533129378	0.27872118	-0.493191488	-0.189698926	-0.061426591	12.27	12.91	0.0678	11.4	1	3.598	0.244	TATA-containing	TAF1-depleted	TRUE
chrVIII	385242	386722	+	YHR143W	DSE2	TRUE	TRUE	G1	G1	20	2.217653032	1.957835769	2.477470295	NA	fragile		NA	NA	NA	0.080011516	0.07858161	0.090805539	-0.071409356	-0.035480171	-0.198892684	-0.207581136	-0.154535715	7.49	118.01	0.4416	1.6	1	15.57	6.875	TATA-containing	TAF1-depleted	TRUE
chrV	349936	351410	+	YER095W	RAD51	TRUE	TRUE	G1	G1	20	3.064105022	2.729284804	3.39892524	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.397396155	0.080930661	-0.020819206	6.84	24.3	0.0753	10.1	1	3.091	0.233	NA	NA	TRUE
chrXV	147344	150358	+	YOL090W	MSH2	TRUE	TRUE	G1	G1	20	2.977501492	3.085828518	2.869174466	NA	stable		NA	NA	NA	0.209118536	0.145734894	0.150512568	0.318462531	0.194950414	-0.302595659	-0.039588312	-0.023061063	19.35	6.19	0.0635	12.2	1	3.343	0.212	TATA-less	TAF1-enriched	TRUE
chrII	424913	425806	-	YBR088C	POL30	TRUE	TRUE	G1	G1	20	4.428015818	4.435069422	4.420962213	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.949383383	-0.205751556	-0.489335082	11.64	60.96	0.0341	25.5	1	15.13	0.516	TATA-containing	TAF1-depleted	TRUE
chrXII	388609	390296	-	YLR121C	YPS3	TRUE	TRUE	G1	G1	20	4.556121099	4.586206164	4.526036034	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.445447796	0.422247785	NA	NA	0.0819	9.2	1	2.765	0.226	NA	NA	TRUE
chrVII	876560	878263	-	YGR189C	CRH1	TRUE	TRUE	G1	G1	20	4.093878793	3.832512772	4.355244814	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	1.100381028	0.461830824	0.099054474	13.55	40.18	0.0928	8.1	1	18.36	1.704	TATA-containing	TAF1-depleted	TRUE
chrXV	288776	290774	+	YOL019W	YOL019W	TRUE	TRUE	G1	G1	20	1.970494023	1.933974802	2.007013244	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.090621609	0.092277157	3.86	15.86	0.1053	7	1	3.48	0.366	TATA-less	TAF1-depleted	TRUE
chrXIII	221335	222705	+	YML027W	YOX1	TRUE	TRUE	G1	G1	20	2.729580549	1.181695033	4.277466064	NA	stable		NA	NA	NA	0.068329411	0.032548311	0.084458345	0.25484077	0.185423952	0.420985865	0.077784879	-0.194930505	4.73	39.04	0.3722	1.9	1	2.762	1.028	TATA-containing	TAF1-depleted	TRUE
chrV	298897	301813	+	YER070W	RNR1	TRUE	TRUE	G1	G1	21	1.573064282	1.343728657	1.802399907	PAC cluster	stable		NA	NA	NA	NA	NA	NA	NA	NA	-1.04326015	-0.126013532	-0.386932404	9.14	64.02	0.1174	6.3	1	16.44	1.93	TATA-containing	TAF1-depleted	TRUE
chrXV	466563	467637	-	YOR074C	CDC21	TRUE	TRUE	G1	G1	21	6.869668544	7.615552872	6.123784216	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.472768834	0.188727596	-0.179166123	19.32	6.11	0.0787	9.7	1	3.623	0.285	TATA-less	TAF1-enriched	TRUE
chrXV	662334	663705	+	YOR176W	HEM15	TRUE	TRUE	G1	G1	21	7.533975567	5.918277421	9.149673712	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.728833474	-0.094211072	-0.102708343	21.24	13.08	0.0629	12.4	1	3.666	0.231	TATA-less	TAF1-enriched	TRUE
chrXIV	605340	605699	+	YNL015W	PBI2	TRUE	TRUE	G1	G1	21	NA	9.180068537	NA	iESR cluster	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.147068568	0.50247541	0.24989609	16.8	16.98	0.0127	120	1	12.09	0.154	TATA-containing	TAF1-enriched	TRUE
chrXI	137780	140735	-	YKL165C	MCD4	TRUE	TRUE	G1	G1	21	3.239033273	2.985240575	3.492825971	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.137786253	-0.091087093	-0.467380764	16.23	8.63	0.0388	21.7	1	3.262	0.127	TATA-less	TAF1-enriched	TRUE
chrVIII	332260	333033	+	YHR110W	ERP5	TRUE	TRUE	G1	G1	22	6.716271147	5.508526196	7.924016097	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.014414387	0.116144828	0.253302923	20.42	11.48	0.0413	20.1	1	5.599	0.231	TATA-less	TAF1-enriched	TRUE
chrXII	98980	100209	-	YLL022C	HIF1	TRUE	TRUE	G1	G1	22	8.376930823	7.391834756	9.362026889	NA	stable		NA	NA	NA	0.041476931	0.045815844	0.028206673	-0.155383356	-0.081434818	0.075653314	-0.170051085	0.171263153	11.84	7.9	0.071	10.8	1	1.999	0.142	NA	NA	TRUE
chrXVI	64774	66789	-	YPL256C	CLN2	TRUE	TRUE	G1	G1	22	1.21724031	0.832042625	1.602437994	NA	stable		NA	NA	NA	0.051854344	-0.001790437	0.055597246	0.10317356	0.037141154	0.058241409	-0.078155633	-0.488333181	7.43	38.62	0.1448	5	1	7.716	1.117	TATA-containing	TAF1-depleted	TRUE
chrXII	520393	522059	-	YLR183C	TOS4	TRUE	TRUE	G1	G1	22	4.278317328	4.233702116	4.322932539	PAC cluster	fragile		NA	NA	NA	0.07358501	0.060695148	0.109176046	0.105962845	0.131479116	-0.101793187	-0.219046806	-0.432225227	11.74	5.2	0.0731	10.5	1	2.841	0.208	TATA-less	TAF1-depleted	TRUE
chrXIV	48248	49305	+	YNL312W	RFA2	TRUE	TRUE	G1	G1	22	7.275657399	6.351460491	8.199854306	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.334484834	-0.035852583	-0.022093649	15.24	19.15	0.044	18.7	1	6.249	0.275	TATA-less	TAF1-enriched	TRUE
chrIII	229180	231330	+	YCR065W	HCM1	TRUE	TRUE	G1	G1	22	1.574721031	1.117976963	2.031465098	NA	NA		NA	NA	NA	0.101418106	0.098896939	0.014127988	-0.058771638	-0.012693344	-0.245265514	-0.186505759	-0.339745256	6.91	25.45	0.1088	6.8	1	2.486	0.271	TATA-less	TAF1-depleted	TRUE
chrIV	280179	281890	-	YDL101C	DUN1	TRUE	TRUE	G1	G1	23	3.970393459	3.08099217	4.859794747	NA	fragile		NA	NA	NA	0.110523829	0.061453742	0.089579596	0.661599796	0.404004246	NA	0.180044167	-0.318990098	9.44	10.93	0.0638	12.2	1	1.449	0.092	TATA-less	TAF1-enriched	TRUE
chrXII	885206	888696	+	YLR383W	SMC6	TRUE	TRUE	G1	G1	23	3.026619236	2.628217125	3.425021346	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.115210393	0.048391689	0.063245356	13.58	12.51	0.0989	7.5	1	1.667	0.165	TATA-less	TAF1-enriched	TRUE
chrXV	310982	312449	-	YOL007C	CSI2	TRUE	TRUE	G1	G1	23	2.122070888	1.929845548	2.314296228	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.203934543	-0.254987543	4.63	20.15	0.1069	6.9	1	3.496	0.374	TATA-less	TAF1-enriched	TRUE
chrXVI	157828	159646	+	YPL208W	RKM1	TRUE	TRUE	G1	G1	23	5.248288921	5.420794692	5.075783149	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.441334216	-0.168729088	-0.211810123	20.18	9.39	0.0483	16.7	1	2.343	0.113	NA	NA	TRUE
chrIX	85245	87961	+	YIL140W	AXL2	TRUE	TRUE	G1	G1	23	3.201385091	3.006297287	3.396472894	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.639411319	0.124449213	-0.057784209	8.95	12.42	0.0964	7.7	1	4.112	0.396	TATA-less	TAF1-depleted	TRUE
chrX	76700	79355	-	YJL187C	SWE1	TRUE	TRUE	G1	G1	24	2.505208478	2.358488129	2.651928827	NA	fragile		NA	NA	NA	0.058971098	0.09933321	-0.03622977	-0.162869493	-0.101784305	-0.198086266	-0.087660285	-0.366593141	7.99	6.79	0.0925	8.1	1	1.874	0.173	TATA-less	TAF1-enriched	TRUE
chrXV	537392	538660	+	YOR114W	YOR114W	TRUE	TRUE	G1	G1	24	2.548223281	1.840649428	3.255797134	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.143988819	NA	NA	NA	0.0908	8.3	1	0.9378	0.085	NA	NA	NA
chrXI	463914	465075	+	YKR013W	PRY2	TRUE	TRUE	G1	G1	25	6.046720858	6.231869162	5.861572554	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.905672138	0.332438697	-0.12569148	9.81	53.04	NA	NA	NA	NA	NA	TATA-containing	TAF1-depleted	TRUE
chrXIII	662437	664385	+	YMR199W	CLN1	TRUE	TRUE	G1	G1	25	1.582592667	1.773828733	1.3913566	NA	fragile		NA	NA	NA	0.155089928	0.106753397	0.232572864	0.504594237	0.23270936	-0.122774793	-8.06E-04	0.171120951	5.98	42.44	0.1792	4	1	5.063	0.907	TATA-containing	TAF1-depleted	TRUE
chrXI	314742	315472	+	YKL067W	YNK1	TRUE	TRUE	G1	G1	25	7.702350047	6.909325407	8.495374687	iESR cluster	fragile		NA	NA	NA	-0.018287747	0.014138393	-0.009693995	-0.034524573	-0.001327411	0.019038139	0.282019556	0.34188233	28.85	26.42	0.0221	45.5	1	18.02	0.398	TATA-containing	TAF1-depleted	TRUE
chrXI	248659	253532	+	YKL101W	HSL1	TRUE	TRUE	G1	G1	26	2.943952069	2.364032336	3.523871801	NA	fragile		NA	NA	NA	0.083567558	0.065139544	-0.008466479	-0.029794549	-1.41E-04	-0.568959288	0.191992064	-0.166101041	16.93	23.02	NA	NA	NA	NA	NA	TATA-less	TAF1-depleted	TRUE
chrXVI	241715	242723	-	YPL163C	SVS1	TRUE	TRUE	G1	G1	27	4.086051102	3.629201066	4.542901138	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.218241417	0.120247582	-0.077407841	17.22	38.56	0.1361	5.4	1	18.76	2.553	TATA-less	TAF1-depleted	TRUE
chrXII	447909	448376	-	YLR154C	RNH203	TRUE	TRUE	G1	G1	27	2.781548381	3.259065432	2.304031329	NA	stable		NA	NA	NA	-0.025185918	-0.020078828	0.013969189	0.007733723	-0.010800616	0.546571635	-0.13391376	-0.299571164	8.63	23.09	0.0435	19	1	5.433	0.236	TATA-less	TAF1-enriched	TRUE
chrXII	782083	783024	+	YLR326W	YLR326W	TRUE	TRUE	G1	G1	27	4.061252791	4.261919764	3.860585817	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033222241	NA	12.58	2.82	0.0773	9.8	1	1.969	0.152	TATA-less	TAF1-depleted	NA
chrXIV	65652	66308	+	YNL300W	TOS6	TRUE	TRUE	G1	G1	28	3.302582153	3.256369306	3.348795	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.158142473	0.050073317	-0.505136454	7.63	102.92	0.1344	5.4	1	19.02	2.556	TATA-containing	TAF1-depleted	NA
chrV	153471	155927	+	YER001W	MNN1	TRUE	TRUE	G1	G1	28	2.7858988	2.670560789	2.90123681	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-1.222834005	-0.296982414	0.240437723	13.26	17.07	0.089	8.4	1	4.127	0.367	TATA-containing	TAF1-depleted	TRUE
chrXIII	878880	880361	-	YMR305C	SCW10	TRUE	TRUE	G1	G1	29	7.834615531	7.593421908	8.075809153	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	1.146847752	0.27991264	0.097138	21.21	46.27	0.0816	9.3	1	42.06	3.432	TATA-containing	TAF1-depleted	TRUE
chrX	96084	96537	-	YJL173C	RFA3	TRUE	TRUE	G1	G1	30	8.786690547	7.010542614	10.56283848	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.261293758	0.009560953	-0.212245394	21.34	19.01	0.0203	51.6	1	8.082	0.164	TATA-less	TAF1-enriched	TRUE
chrIV	1056510	1057763	+	YDR297W	SUR2	TRUE	TRUE	G1	G1	32	4.020010884	3.830721894	4.209299874	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.141174558	-0.206245064	-0.402902536	11.12	18.66	0.0478	16.9	1	14.03	0.671	TATA-containing	TAF1-depleted	TRUE
chrVII	516724	520990	+	YGR014W	MSB2	TRUE	TRUE	G1	G1	32	1.930871877	1.948193572	1.913550181	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.079880916	-0.041378098	0.013725629	11.69	23.12	0.1571	4.6	1	11.71	1.839	TATA-containing	TAF1-depleted	TRUE
chrXV	712796	715549	+	YOR195W	SLK19	TRUE	TRUE	G1	G1	32	2.424628107	1.809057199	3.040199015	NA	fragile		NA	NA	NA	0.055619333	0.033674785	0.082669073	0.09364286	0.068594768	NA	-0.021247753	0.152411298	8.29	8.55	0.1098	6.7	1	1.973	0.217	TATA-less	TAF1-enriched	TRUE
chrIV	680422	681702	-	YDR113C	PDS1	TRUE	TRUE	G1	G1	33	3.113212049	2.611814974	3.614609123	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.917317259	-0.075536854	0.060100358	5.95	14.86	0.0922	8.1	1	1.797	0.166	TATA-less	TAF1-enriched	TRUE
chrXVI	740042	741439	+	YPR106W	ISR1	TRUE	TRUE	G1	G1	33	1.831858247	1.781598165	1.882118329	NA	stable		NA	NA	NA	0.103463268	0.087992849	0.059170823	0.217450334	0.112585346	-0.192204434	-0.089234047	0.115820351	4.56	33.79	0.1423	5.1	1	2.041	0.291	TATA-less	TAF1-enriched	TRUE
chrXI	203501	205397	+	YKL127W	PGM1	TRUE	TRUE	G1	G1	33	11.08171584	10.76815381	11.39527787	NA	fragile		NA	NA	NA	0.085357795	0.060239312	0.048872321	0.284535102	0.12707241	0.405818726	-0.232439029	-0.4300021	29.13	9.62	0.0472	17.2	1	5.851	0.276	TATA-less	TAF1-enriched	TRUE
chrXII	728842	730542	+	YLR300W	EXG1	TRUE	TRUE	G1	G1	33	2.192627658	2.077987921	2.307267395	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.891647385	0.020101656	-0.10437528	18.91	85.41	NA	NA	NA	NA	NA	TATA-containing	TAF1-depleted	TRUE
chrXI	427156	428675	-	YKL008C	LAC1	TRUE	TRUE	S	S	36	4.207199879	4.166606654	4.247793103	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.018697164	-0.168085684	-0.271026506	20.98	31.65	0.0454	18	1	12.96	0.589	TATA-less	TAF1-depleted	TRUE
chrXIV	576697	577214	+	YNL030W	HHF2	TRUE	TRUE	S	S	36	3.380971806	3.225813096	3.536130515	NA	fragile	histone	NA	NA	TRUE	0.053822791	0.019245189	0.12217154400000001	0.126523233	0.100526661	-0.887639302	-0.048009334	-0.286531803	12.33	263.94	0.0242	40.1	1	81.6	1.975	TATA-containing	TAF1-depleted	TRUE
chrXIV	575390	576080	-	YNL031C	HHT2	TRUE	TRUE	S	S	37	4.512987797	4.57617089	4.449804703	NA	fragile	histone	NA	NA	TRUE	-0.012649962	-0.018677321	-0.028838417	0.01763056	0.036070456	-0.613832292	0.107785736	-0.140302763	15.3	166.67	0.0513	15.6	1	92.56	4.748	TATA-containing	TAF1-enriched	TRUE
chrV	157583	159149	-	YER003C	PMI40	TRUE	TRUE	G1	S	37	12.69272767	13.34534989	12.04010545	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.481765538	-0.07523858	-0.329524668	71.87	21.07	0.0271	34.3	1	10.55	0.286	TATA-less	TAF1-enriched	TRUE
chrXIV	105066	107061	-	YNL283C	WSC2	TRUE	TRUE	G1	S	38	3.68591171	3.957631068	3.414192351	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.279971489	0.118716533	-0.14554792	12.58	14.42	0.1247	5.9	1	3.892	0.485	TATA-less	TAF1-depleted	TRUE
chrIV	914190	914752	-	YDR224C	HTB1	TRUE	TRUE	S	S	38	2.7679536	2.60262567	2.933281529	NA	fragile	histone	NA	NA	TRUE	NA	NA	NA	NA	NA	-0.874027122	0.062986395	0.229106674	13.29	220.95	0.0598	13.1	1	88.67	5.303	TATA-containing	TAF1-depleted	TRUE
chrIV	355521	356908	-	YDL055C	PSA1	TRUE	TRUE	G1	G1	38	7.66883781	7.10374649	8.23392913	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.387482716	-0.24379088	-0.083972834	37.25	119.63	NA	NA	NA	NA	NA	TATA-containing	TAF1-depleted	TRUE
chrXVI	308635	309627	-	YPL127C	HHO1	TRUE	TRUE	G1	S	38	10.04046392	8.572930128	11.50799771	NA	fragile	histone	NA	NA	TRUE	0.010294936	0.009291581	-0.030024229	0.007331719	-0.011047182	-0.964299186	-0.085470994	-0.034353088	23.59	20.12	0.0653	11.9	1	7.704	0.503	TATA-less	TAF1-enriched	TRUE
chrXIII	886952	888839	+	YMR307W	GAS1	TRUE	TRUE	G1	G1	38	6.007087445	5.856014679	6.15816021	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.659037238	-0.208693865	-0.172317586	40.41	84.16	NA	NA	NA	NA	NA	TATA-less	TAF1-depleted	TRUE
chrII	236439	237099	+	YBL002W	HTB2	TRUE	TRUE	S	S	39	3.917264439	3.521059815	4.313469063	NA	fragile	histone	NA	NA	TRUE	0.081048985	0.052686928	0.1139566	0.181831112	0.149770948	-0.805568699	-0.098463606	-0.552755885	12.25	167.14	0.08	9.5	1	67.03	5.362	TATA-containing	TAF1-depleted	TRUE
chrII	255193	255723	-	YBR009C	HHF1	TRUE	TRUE	S	S	39	3.093822536	2.697653317	3.489991754	NA	fragile	histone	NA	NA	TRUE	0.012439339	0.002934009	0.033666946	0.284153351	0.130327913	-1.328558447	-0.197986758	-0.099422532	12.18	266.89	0.0341	25.5	1	85.77	2.925	TATA-containing	TAF1-depleted	TRUE
chrII	235199	235827	-	YBL003C	HTA2	TRUE	TRUE	S	S	40	6.473949377	6.531822082	6.416076671	NA	fragile	histone	NA	NA	TRUE	0.074533196	0.014090927	0.082710451	0.308204106	0.187687293	-1.370404958	-0.054725492	-0.15911955	17.35	176.49	0.0136	103.3	1	65.44	0.89	TATA-containing	TAF1-depleted	TRUE
chrIV	915453	916097	+	YDR225W	HTA1	TRUE	TRUE	G1	S	40	2.401593246	2.463710322	2.33947617	NA	stable	histone	NA	NA	TRUE	NA	NA	NA	NA	NA	-1.19716326	-0.123057824	0.007554658	14.84	224.72	0.0276	33.5	1	80.03	2.209	TATA-containing	TAF1-depleted	TRUE
chrII	256303	256898	+	YBR010W	HHT1	TRUE	TRUE	S	S	40	2.837542419	2.745315788	2.92976905	NA	stable	histone	NA	NA	TRUE	-0.015388196	-0.032276888	0.013961056	0.047610024	0.035393841	-0.97259493	-0.146404408	-0.063034136	11.9	161.7	0.0405	20.7	1	98.35	3.983	TATA-containing	TAF1-depleted	TRUE
chrX	191630	192472	+	YJL118W	YJL118W	TRUE	TRUE	S	S	40	NA	NA	2.154725302	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.111991424	NA	4.35	8.48	0.119	6.2	1	1.589	0.189	TATA-containing	TAF1-enriched	TRUE
chrXIV	387168	389851	+	YNL126W	SPC98	TRUE	TRUE	S	G1	41	1.633076101	1.367786724	1.898365477	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.398106857	-0.091873927	-0.068292404	6.49	10.41	0.062	12.6	1	2.25	0.14	TATA-less	TAF1-enriched	TRUE
chrVIII	221266	222530	-	YHR061C	GIC1	TRUE	TRUE	G1	S	41	1.567174595	1.450345337	1.684003853	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.267825313	-0.14083838	-0.391354618	2.17	33.95	0.1025	7.2	1	1.902	0.195	NA	NA	TRUE
chrXV	797443	798516	+	YOR247W	SRL1	TRUE	TRUE	G1	G1	41	9.354369453	9.278101894	9.430637012	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.017802841	0.145637304	-0.560879749	24.99	122.79	0.0827	9.1	1	80.95	6.694	TATA-less	TAF1-depleted	TRUE
chrXVI	488528	491562	-	YPL032C	SVL3	TRUE	TRUE	S	G1	42	2.79303121	3.023705891	2.562356528	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.344644894	-0.332716774	-0.285278054	10.48	21.06	0.168	4.3	1	5.921	0.995	TATA-less	TAF1-enriched	TRUE
chrXI	458797	461330	-	YKR010C	TOF2	TRUE	TRUE	S	S	42	1.891154629	1.5583861	2.223923157	NA	fragile		NA	NA	NA	0.065678262	0.049565282	-0.021042072	-0.096009574	-0.06160289	-0.699973889	-0.095238069	0.008338652	6.18	11.17	0.0815	9.3	1	1.505	0.123	TATA-less	TAF1-enriched	TRUE
chrXII	234942	237771	-	YLR045C	STU2	TRUE	TRUE	S	S	42	2.481323751	2.102446821	2.860200681	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.180319398	-0.072076047	0.074117041	9.22	12.84	0.106	7	1	2.008	0.213	TATA-less	TAF1-depleted	TRUE
chrXIV	642636	643602	+	YNR009W	NRM1	TRUE	TRUE	S	S	43	2.629204482	2.195013247	3.063395716	PAC cluster	fragile		NA	NA	NA	0.089133943	0.005643893	0.139001274	-0.005844432	-0.007417682	NA	-0.270699783	-0.361547304	4.61	14.64	0.131	5.6	1	2.431	0.319	TATA-containing	TAF1-enriched	TRUE
chrX	257209	261040	+	YJL092W	SRS2	TRUE	TRUE	S	S	43	2.318184593	2.126602059	2.509767126	NA	stable		NA	NA	NA	0.053513188	-0.008940198	0.025003128	0.36546514	0.129551988	-0.692864715	-0.007792287	0.052870943	9.23	11.01	0.0995	7.5	1	2.278	0.227	TATA-less	TAF1-enriched	TRUE
chrXV	464721	466659	+	YOR073W	SGO1	TRUE	TRUE	S	S	45	1.40216756	1.177140771	1.627194349	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.08550098	-0.170910048	9.02	30.64	0.1069	6.9	1	2.073	0.222	TATA-containing	TAF1-enriched	TRUE
chrXII	1053385	1054940	+	YLR455W	YLR455W	TRUE	TRUE	S	S	45	1.530523847	1.542120516	1.518927178	NA	stable		NA	NA	NA	0.08807791	0.069818652	0.157179868	0.096381103	0.14303863	NA	-0.069931331	NA	3.68	35.25	0.0568	13.9	1	2.939	0.167	TATA-less	TAF1-enriched	TRUE
chrIV	1360960	1362234	-	YDR451C	YHP1	TRUE	TRUE	S	S	47	1.194939454	1.15576031	1.234118598	NA	fragile		NA	NA	NA	0.054108102	0.029172675	0.090719645	0.073104116	0.085825829	0.196060708	0.085966225	-0.261130937	3.96	30.02	0.0936	8	1	3.024	0.283	TATA-containing	TAF1-depleted	TRUE
chrX	122092	122985	-	YJL158C	CIS3	TRUE	TRUE	S	S/G2	48	9.354546929	9.075879275	9.633214582	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.330067219	-0.083853534	-0.123483625	29.85	83.85	0.0605	12.9	1	91.67	5.546	TATA-containing	TAF1-depleted	TRUE
chrXIII	273082	273793	+	YMR003W	AIM34	TRUE	TRUE	S	S/G2	49	3.48703961	3.2339489	3.740130319	NA	fragile		NA	NA	NA	0.071385195	0.039398321	0.018334847	-0.011467211	-0.02154557	0.449738062	-0.117905771	NA	5.4	20.08	0.0278	33.2	1	1.63	0.045	TATA-less	TAF1-enriched	TRUE
chrIX	100637	102292	-	YIL131C	FKH1	TRUE	TRUE	S	S/G2	50	3.148040782	2.535961231	3.760120332	NA	fragile		NA	NA	NA	0.147489365	0.149232979	0.134536071	0.010618499	-0.030016138	0.630891637	-0.261285832	-0.073760869	9.24	9.44	0.0859	8.8	1	2.467	0.212	TATA-less	TAF1-enriched	TRUE
chrXVI	329417	331832	+	YPL116W	HOS3	TRUE	TRUE	S	S/G2	50	2.423683547	1.687289392	3.160077701	NA	fragile		NA	NA	NA	0.064991652	0.089020396	-0.036052835	-0.246425037	-0.174436888	-0.813319308	0.050029291	0.086402252	6.01	21.86	0.0876	8.6	1	2.009	0.176	TATA-less	TAF1-enriched	TRUE
chrV	214984	217952	+	YER032W	FIR1	TRUE	TRUE	S	S/G2	50	1.859164449	1.457711508	2.260617389	NA	fragile		NA	NA	NA	0.019882969	-0.003608262	0.093371661	0.114605138	2.14e-4	0.324047895	0.043019719	-0.173144303	7.67	21.26	0.3193	2.2	1	2.737	0.874	TATA-less	TAF1-enriched	TRUE
chrV	123616	124761	+	YEL017W	GTT3	TRUE	TRUE	S	S/G2	50	3.908842881	3.891425508	3.926260253	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.224936991	-0.143612516	-0.292089419	11.73	22.25	0.0746	10.2	1	3.582	0.267	TATA-less	TAF1-enriched	TRUE
chrVI	56274	57934	+	YFL037W	TUB2	TRUE	TRUE	S	S/G2	50	11.4612921	10.74693842	12.17564578	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.079305236	-0.05548324	-0.162835929	45.94	28.18	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
