,chr,start,end,acc,strand
685,chrIII,193970,194420,YCR036W,+
686,chrIII,194240,194690,YCR037C,-
687,chrIII,197521,197971,YCR038C,-
688,chrIII,199068,199518,YCR038W-A,+
689,chrIII,199446,199896,YCR039C,-
690,chrIII,200831,201281,YCR040W,+
691,chrIII,200893,201343,YCR041W,+
692,chrIII,201074,201524,YCR042C,-
693,chrIII,206161,206611,YCR043C,-
694,chrIII,206777,207227,YCR044C,-
695,chrIII,208035,208485,YCR045C,-
696,chrIII,208751,209201,YCR045W-A,+
697,chrIII,209704,210154,YCR046C,-
698,chrIII,210422,210872,YCR047C,-
699,chrIII,211157,211607,YCR047W-A,+
700,chrIII,211771,212221,YCR049C,-
701,chrIII,213364,213814,YCR050C,-
702,chrIII,213411,213861,YCR048W,+
703,chrIII,214522,214972,YCR051W,+
704,chrIII,216271,216721,YCR052W,+
705,chrIII,218045,218495,YCR053W,+
706,chrIII,218276,218726,YCR054C,-
707,chrIII,220238,220688,YCR057C,-
708,chrIII,223354,223804,YCR059C,-
709,chrIII,224384,224834,YCR060W,+
710,chrIII,227463,227913,YCR061W,+
711,chrIII,227995,228445,YCR064C,-
712,chrIII,228450,228900,YCR063W,+
713,chrIII,230810,231260,YCR065W,+
714,chrIII,232774,233224,YCR066W,+
715,chrIII,232948,233398,YCR067C,-
716,chrIII,238426,238876,YCR068W,+
717,chrIII,239760,240210,YCR071C,-
718,chrIII,239780,240230,YCR069W,+
719,chrIII,240618,241068,YCR072C,-
720,chrIII,242416,242866,YCR073C,-
721,chrIII,247560,248010,YCR073W-A,+
722,chrIII,247784,248234,YCR075C,-
723,chrIII,248939,249389,YCR075W-A,+
724,chrIII,249084,249534,YCR076C,-
725,chrIII,250089,250539,YCR077C,-
726,chrIII,253823,254273,YCR079W,+
727,chrIII,258304,258754,YCR081W,+
728,chrIII,258315,258765,YCR081C-A,-
729,chrIII,259071,259521,YCR082W,+
730,chrIII,259611,260061,YCR083W,+
731,chrIII,260132,260582,YCR084C,-
732,chrIII,262919,263369,YCR085W,+
733,chrIII,263666,264116,YCR086W,+
734,chrIII,263840,264290,YCR087C-A,-
735,chrIII,264141,264591,YCR087W,+
736,chrIII,266619,267069,YCR088W,+
737,chrIII,271969,272419,YCR089W,+
738,chrIII,272141,272591,YCR090C,-
739,chrIII,276449,276899,YCR091W,+
740,chrIII,276664,277114,YCR092C,-
741,chrIII,286093,286543,YCR093W,+
742,chrIII,287665,288115,YCR094W,+
743,chrIII,288011,288461,YCR095C,-
744,chrIII,289668,290118,YCR095W-A,+
745,chrIII,293079,293529,YCR096C,-
746,chrIII,293971,294421,YCR097W,+
747,chrIII,294355,294805,YCR097W-A,+
748,chrIII,296949,297399,YCR098C,-
749,chrIII,300732,301182,YCR099C,-
750,chrIII,301171,301621,YCR100C,-
751,chrIII,302382,302832,YCR101C,-
752,chrIII,304180,304630,YCR102C,-
753,chrIII,306582,307032,YCR102W-A,+
754,chrIII,307825,308275,YCR104W,+
755,chrIII,309838,310288,YCR105W,+
756,chrIII,313435,313885,YCR106W,+
757,chrIII,314911,315361,YCR107W,+
758,chrIII,315889,316339,TEL03R-XC,+
759,chrIII,315897,316347,YCR108C,-
760,chrIV,2863,3313,YDL248W,+
761,chrIV,3486,3936,YDL247W-A,+
762,chrIV,7464,7914,YDL247W,+
763,chrIV,8084,8534,YDL246C,-
764,chrIV,11467,11917,YDL245C,-
765,chrIV,17108,17558,YDL244W,+
766,chrIV,17366,17816,YDL243C,-
767,chrIV,18962,19412,YDL242W,+
768,chrIV,20909,21359,YDL241W,+
769,chrIV,22371,22821,YDL240C-A,-
770,chrIV,25771,26221,YDL240W,+
771,chrIV,26303,26753,YDL239C,-
772,chrIV,28812,29262,YDL238C,-
773,chrIV,31665,32115,YDL237W,+
774,chrIV,33068,33518,YDL236W,+
775,chrIV,33315,33765,YDL235C,-
776,chrIV,34073,34523,YDL234C,-
777,chrIV,37994,38444,YDL233W,+
778,chrIV,38454,38904,YDL232W,+
779,chrIV,38767,39217,YDL231C,-
780,chrIV,43416,43866,YDL230W,+
781,chrIV,45177,45627,YDL228C,-
782,chrIV,45662,46112,YDL229W,+
783,chrIV,46171,46621,YDL227C,-
784,chrIV,50803,51253,YDL226C,-
785,chrIV,53932,54382,YDL225W,+
786,chrIV,54055,54505,YDL224C,-
787,chrIV,57032,57482,YDL223C,-
788,chrIV,60772,61222,YDL222C,-
789,chrIV,62144,62594,YDL220C,-
790,chrIV,62212,62662,YDL221W,+
791,chrIV,65472,65922,YDL219W,+
792,chrIV,67096,67546,YDL218W,+
793,chrIV,67796,68246,YDL217C,-
794,chrIV,68769,69219,YDL216C,-
795,chrIV,70540,70990,YDL215C,-
796,chrIV,74210,74660,YDL214C,-
797,chrIV,77189,77639,YDL213C,-
798,chrIV,78708,79158,YDL212W,+
799,chrIV,78959,79409,YDL211C,-
800,chrIV,85635,86085,YDL210W,+
801,chrIV,86107,86557,YDL209C,-
802,chrIV,87632,88082,YDL208W,+
803,chrIV,89514,89964,YDL207W,+
804,chrIV,92125,92575,YDL206W,+
805,chrIV,92662,93112,YDL205C,-
806,chrIV,95436,95886,YDL204W,+
807,chrIV,95982,96432,YDL203C,-
808,chrIV,99023,99473,YDL202W,+
809,chrIV,100140,100590,YDL201W,+
810,chrIV,100208,100658,YDL200C,-
811,chrIV,101096,101546,YDL199C,-
812,chrIV,103444,103894,YDL198C,-
813,chrIV,104729,105179,YDL197C,-
814,chrIV,106720,107170,YDL196W,+
815,chrIV,110859,111309,YDL195W,+
816,chrIV,114041,114491,YDL194W,+
817,chrIV,115642,116092,YDL193W,+
818,chrIV,116661,117111,YDL192W,+
819,chrIV,118228,118678,YDL191W,+
820,chrIV,118399,118849,YDL190C,-
821,chrIV,123336,123786,YDL189W,+
822,chrIV,123720,124170,YDL188C,-
823,chrIV,125409,125859,YDL187C,-
824,chrIV,126099,126549,YDL186W,+
825,chrIV,126508,126958,YDL185C-A,-
826,chrIV,129828,130278,YDL185W,+
827,chrIV,130094,130544,YDL184C,-
828,chrIV,130639,131089,YDL183C,-
829,chrIV,134466,134916,YDL182W,+
830,chrIV,135199,135649,YDL181W,+
831,chrIV,137240,137690,YDL180W,+
832,chrIV,139017,139467,YDL179W,+
833,chrIV,140764,141214,YDL178W,+
834,chrIV,141109,141559,YDL177C,-
835,chrIV,143988,144438,YDL176W,+
836,chrIV,144164,144614,YDL175C,-
837,chrIV,145631,146081,YDL174C,-
838,chrIV,148507,148957,YDL172C,-
839,chrIV,148728,149178,YDL173W,+
840,chrIV,149103,149553,YDL171C,-
841,chrIV,157713,158163,YDL170W,+
842,chrIV,157902,158352,YDL169C,-
843,chrIV,160472,160922,YDL168W,+
844,chrIV,160859,161309,YDL167C,-
845,chrIV,163274,163724,YDL166C,-
846,chrIV,164556,165006,YDL165W,+
847,chrIV,164725,165175,YDL164C,-
848,chrIV,166908,167358,YDL163W,+
849,chrIV,167259,167709,YDL162C,-
850,chrIV,168835,169285,YDL161W,+
851,chrIV,169059,169509,YDL160C-A,-
852,chrIV,169867,170317,YDL160C,-
853,chrIV,171963,172413,YDL159W-A,+
854,chrIV,172956,173406,YDL159C-B,-
855,chrIV,173678,174128,YDL159W,+
856,chrIV,173766,174216,YDL158C,-
857,chrIV,173849,174299,YDL157C,-
858,chrIV,176136,176586,YDL156W,+
859,chrIV,177834,178284,YDL155W,+
860,chrIV,180689,181139,YDL154W,+
861,chrIV,181086,181536,YDL153C,-
862,chrIV,182837,183287,YDL152W,+
863,chrIV,183218,183668,YDL151C,-
864,chrIV,184347,184797,YDL150W,+
865,chrIV,187661,188111,YDL149W,+
866,chrIV,187767,188217,YDL148C,-
867,chrIV,192060,192510,YDL147W,+
868,chrIV,193875,194325,YDL146W,+
869,chrIV,194439,194889,YDL145C,-
870,chrIV,198470,198920,YDL144C,-
871,chrIV,201330,201780,YDL143W,+
872,chrIV,201488,201938,YDL142C,-
873,chrIV,204855,205305,YDL141W,+
874,chrIV,205260,205710,YDL140C,-
875,chrIV,211130,211580,YDL139C,-
876,chrIV,215457,215907,YDL138W,+
877,chrIV,216879,217329,YDL137W,+
878,chrIV,218111,218561,YDL136W,+
879,chrIV,218489,218939,YDL135C,-
880,chrIV,219497,219947,YDL134C,-
881,chrIV,221331,221781,YDL133C-A,-
882,chrIV,223450,223900,YDL133W,+
883,chrIV,226401,226851,YDL132W,+
884,chrIV,228470,228920,YDL131W,+
885,chrIV,229243,229693,YDL130W-A,+
886,chrIV,230177,230627,YDL130W,+
887,chrIV,231549,231999,YDL129W,+
888,chrIV,233702,234152,YDL128W,+
889,chrIV,235785,236235,YDL127W,+
890,chrIV,236006,236456,YDL126C,-
891,chrIV,238784,239234,YDL125C,-
892,chrIV,240921,241371,YDL124W,+
893,chrIV,241490,241940,YDL123W,+
894,chrIV,244631,245081,YDL122W,+
895,chrIV,245033,245483,YDL121C,-
896,chrIV,246254,246704,YDL120W,+
897,chrIV,246434,246884,YDL119C,-
898,chrIV,247816,248266,YDL118W,+
899,chrIV,251027,251477,YDL117W,+
900,chrIV,253463,253913,YDL116W,+
901,chrIV,253802,254252,YDL115C,-
902,chrIV,254698,255148,YDL114W-A,+
903,chrIV,256180,256630,YDL114W,+
904,chrIV,256533,256983,YDL113C,-
905,chrIV,262949,263399,YDL112W,+
906,chrIV,263058,263508,YDL111C,-
907,chrIV,264294,264744,YDL110C,-
908,chrIV,265158,265608,YDL109C,-
909,chrIV,268405,268855,YDL108W,+
910,chrIV,269776,270226,YDL107W,+
911,chrIV,270010,270460,YDL106C,-
912,chrIV,273405,273855,YDL105W,+
913,chrIV,273468,273918,YDL104C,-
914,chrIV,274990,275440,YDL103C,-
915,chrIV,279815,280265,YDL102W,+
916,chrIV,280063,280513,YDL101C,-
917,chrIV,281932,282382,YDL100C,-
918,chrIV,284094,284544,YDL099W,+
919,chrIV,284481,284931,YDL098C,-
920,chrIV,285212,285662,YDL097C,-
921,chrIV,286898,287348,YDL096C,-
922,chrIV,289280,289730,YDL095W,+
923,chrIV,289472,289922,YDL094C,-
924,chrIV,291790,292240,YDL093W,+
925,chrIV,292871,293321,YDL092W,+
926,chrIV,293292,293742,YDL091C,-
927,chrIV,294879,295329,YDL090C,-
928,chrIV,298001,298451,YDL089W,+
929,chrIV,298230,298680,YDL088C,-
930,chrIV,299954,300404,YDL087C,-
931,chrIV,301555,302005,YDL086C-A,-
932,chrIV,301950,302400,YDL086W,+
933,chrIV,302262,302712,YDL085C-A,-
934,chrIV,304579,305029,YDL085W,+
935,chrIV,306536,306986,YDL084W,+
936,chrIV,306692,307142,YDL083C,-
937,chrIV,309038,309488,YDL082W,+
938,chrIV,309702,310152,YDL081C,-
939,chrIV,310542,310992,YDL080C,-
940,chrIV,312727,313177,YDL079C,-
941,chrIV,315168,315618,YDL078C,-
942,chrIV,316846,317296,YDL077C,-
943,chrIV,320344,320794,YDL076C,-
944,chrIV,322638,323088,YDL075W,+
945,chrIV,323843,324293,YDL074C,-
946,chrIV,329274,329724,YDL073W,+
947,chrIV,329736,330186,YDL072C,-
948,chrIV,330566,331016,YDL071C,-
949,chrIV,332753,333203,YDL070W,+
950,chrIV,332933,333383,YDL069C,-
951,chrIV,333479,333929,YDL068W,+
952,chrIV,334117,334567,YDL067C,-
953,chrIV,335868,336318,YDL066W,+
954,chrIV,336010,336460,YDL065C,-
955,chrIV,337806,338256,YDL064W,+
956,chrIV,337923,338373,YDL063C,-
957,chrIV,339932,340382,YDL062W,+
958,chrIV,340307,340757,YDL061C,-
959,chrIV,343641,344091,YDL060W,+
960,chrIV,344137,344587,YDL059C,-
961,chrIV,350687,351137,YDL058W,+
962,chrIV,352113,352563,YDL057W,+
963,chrIV,355263,355713,YDL056W,+
964,chrIV,355481,355931,YDL055C,-
965,chrIV,359725,360175,YDL054C,-
966,chrIV,361511,361961,YDL053C,-
967,chrIV,362493,362943,YDL052C,-
968,chrIV,364346,364796,YDL050C,-
969,chrIV,364536,364986,YDL051W,+
970,chrIV,364968,365418,YDL049C,-
971,chrIV,366531,366981,YDL048C,-
972,chrIV,370524,370974,YDL047W,+
973,chrIV,371680,372130,YDL046W,+
974,chrIV,372305,372755,YDL045W-A,+
975,chrIV,372565,373015,YDL045C,-
976,chrIV,373782,374232,YDL044C,-
977,chrIV,375266,375716,YDL043C,-
978,chrIV,376539,376989,YDL042C,-
979,chrIV,378105,378555,YDL041W,+
980,chrIV,378658,379108,YDL040C,-
981,chrIV,381811,382261,YDL039C,-
982,chrIV,384501,384951,YDL037C,-
983,chrIV,387187,387637,YDL036C,-
984,chrIV,388920,389370,YDL035C,-
985,chrIV,391777,392227,YDL034W,+
986,chrIV,392354,392804,YDL033C,-
987,chrIV,393651,394101,YDL032W,+
988,chrIV,396942,397392,YDL031W,+
989,chrIV,398866,399316,YDL030W,+
990,chrIV,400502,400952,YDL029W,+
991,chrIV,400897,401347,YDL028C,-
992,chrIV,403452,403902,YDL027C,-
993,chrIV,404710,405160,YDL026W,+
994,chrIV,405164,405614,YDL025W-A,+
995,chrIV,405244,405694,YDL025C,-
996,chrIV,408135,408585,YDL024C,-
997,chrIV,409708,410158,YDL022C-A,-
998,chrIV,411661,412111,YDL023C,-
999,chrIV,412766,413216,YDL022W,+
1000,chrIV,414538,414988,YDL021W,+
1001,chrIV,415013,415463,YDL020C,-
1002,chrIV,417397,417847,YDL019C,-
1003,chrIV,422668,423118,YDL018C,-
1004,chrIV,425470,425920,YDL016C,-
1005,chrIV,425603,426053,YDL017W,+
1006,chrIV,425721,426171,YDL015C,-
1007,chrIV,428230,428680,YDL014W,+
1008,chrIV,430665,431115,YDL013W,+
1009,chrIV,430929,431379,YDL012C,-
1010,chrIV,432208,432658,YDL011C,-
1011,chrIV,432825,433275,YDL009C,-
1012,chrIV,432958,433408,YDL010W,+
1013,chrIV,433644,434094,YDL008W,+
1014,chrIV,436467,436917,YDL007C-A,-
1015,chrIV,439083,439533,YDL007W,+
1016,chrIV,440518,440968,YDL006W,+
1017,chrIV,440681,441131,YDL005C,-
1018,chrIV,443444,443894,YDL004W,+
1019,chrIV,446033,446483,YDL003W,+
1020,chrIV,446581,447031,YDL002C,-
1021,chrIV,448926,449376,YDL001W,+
1022,chrIV,450005,450455,YDR001C,-
1023,chrIV,453485,453935,YDR002W,+
1024,chrIV,454404,454854,YDR003W,+
1025,chrIV,454779,455229,YDR003W-A,+
1026,chrIV,456397,456847,YDR004W,+
1027,chrIV,456736,457186,YDR005C,-
1028,chrIV,458442,458892,YDR006C,-
1029,chrIV,462152,462602,YDR008C,-
1030,chrIV,462228,462678,YDR007W,+
1031,chrIV,464704,465154,YDR009W,+
1032,chrIV,464951,465401,YDR010C,-
1033,chrIV,470074,470524,YDR011W,+
1034,chrIV,472670,473120,YDR012W,+
1035,chrIV,473522,473972,YDR013W,+
1036,chrIV,475655,476105,YDR014W,+
1037,chrIV,477860,478310,YDR015C,-
1038,chrIV,477935,478385,YDR014W-A,+
1039,chrIV,478248,478698,YDR016C,-
1040,chrIV,478838,479288,YDR017C,-
1041,chrIV,482570,483020,YDR018C,-
1042,chrIV,484016,484466,YDR019C,-
1043,chrIV,485552,486002,YDR020C,-
1044,chrIV,487711,488161,YDR021W,+
1045,chrIV,487864,488314,YDR022C,-
1046,chrIV,490703,491153,YDR023W,+
1047,chrIV,491152,491602,YDR024W,+
1048,chrIV,492138,492588,YDR025W,+
1049,chrIV,492368,492818,YDR026C,-
1050,chrIV,494475,494925,YDR027C,-
1051,chrIV,497456,497906,YDR028C,-
1052,chrIV,501064,501514,YDR029W,+
1053,chrIV,501605,502055,YDR030C,-
1054,chrIV,503690,504140,YDR031W,+
1055,chrIV,503843,504293,YDR032C,-
1056,chrIV,508759,509209,YDR033W,+
1057,chrIV,509489,509939,YDR034C,-
1058,chrIV,520416,520866,YDR034C-A,-
1059,chrIV,521347,521797,YDR034W-B,+
1060,chrIV,522596,523046,YDR035W,+
1061,chrIV,522968,523418,YDR036C,-
1062,chrIV,526865,527315,YDR037W,+
1063,chrIV,527201,527651,YDR038C,-
1064,chrIV,531207,531657,YDR039C,-
1065,chrIV,535092,535542,YDR040C,-
1066,chrIV,540155,540605,YDR041W,+
1067,chrIV,540501,540951,YDR042C,-
1068,chrIV,542454,542904,YDR043C,-
1069,chrIV,547341,547791,YDR044W,+
1070,chrIV,547670,548120,YDR045C,-
1071,chrIV,548526,548976,YDR046C,-
1072,chrIV,552678,553128,YDR047W,+
1073,chrIV,552984,553434,YDR048C,-
1074,chrIV,554802,555252,YDR049W,+
1075,chrIV,555626,556076,YDR050C,-
1076,chrIV,556896,557346,YDR051C,-
1077,chrIV,558411,558861,YDR052C,-
1078,chrIV,560294,560744,YDR053W,+
1079,chrIV,561326,561776,YDR054C,-
1080,chrIV,564511,564961,YDR055W,+
1081,chrIV,564923,565373,YDR056C,-
1082,chrIV,567357,567807,YDR057W,+
1083,chrIV,567623,568073,YDR058C,-
1084,chrIV,569004,569454,YDR059C,-
1085,chrIV,573376,573826,YDR060W,+
1086,chrIV,575558,576008,YDR061W,+
1087,chrIV,577809,578259,YDR062W,+
1088,chrIV,578817,579267,YDR063W,+
1089,chrIV,580207,580657,YDR064W,+
1090,chrIV,581710,582160,YDR066C,-
1091,chrIV,581852,582302,YDR065W,+
1092,chrIV,582604,583054,YDR067C,-
1093,chrIV,584295,584745,YDR068W,+
1094,chrIV,584692,585142,YDR069C,-
1095,chrIV,587845,588295,YDR070C,-
1096,chrIV,588727,589177,YDR071C,-
1097,chrIV,589661,590111,YDR072C,-
1098,chrIV,592598,593048,YDR073W,+
1099,chrIV,596408,596858,YDR074W,+
1100,chrIV,597732,598182,YDR075W,+
1101,chrIV,599338,599788,YDR076W,+
1102,chrIV,601507,601957,YDR077W,+
1103,chrIV,602098,602548,YDR078C,-
1104,chrIV,603238,603688,YDR079W,+
1105,chrIV,603295,603745,YDR079C-A,-
1106,chrIV,606636,607086,YDR080W,+
1107,chrIV,607167,607617,YDR081C,-
1108,chrIV,611575,612025,YDR082W,+
1109,chrIV,612901,613351,YDR083W,+
1110,chrIV,613058,613508,YDR084C,-
1111,chrIV,614083,614533,YDR085C,-
1112,chrIV,616628,617078,YDR086C,-
1113,chrIV,617274,617724,YDR087C,-
1114,chrIV,618397,618847,YDR088C,-
1115,chrIV,624463,624913,YDR089W,+
1116,chrIV,624623,625073,YDR090C,-
1117,chrIV,626608,627058,YDR091C,-
1118,chrIV,630255,630705,YDR092W,+
1119,chrIV,635825,636275,YDR094W,+
1120,chrIV,635830,636280,YDR093W,+
1121,chrIV,636017,636467,YDR095C,-
1122,chrIV,639473,639923,YDR096W,+
1123,chrIV,640009,640459,YDR097C,-
1124,chrIV,644025,644475,YDR098C,-
1125,chrIV,654421,654871,YDR099W,+
1126,chrIV,655222,655672,YDR100W,+
1127,chrIV,655461,655911,YDR101C,-
1128,chrIV,657548,657998,YDR102C,-
1129,chrIV,660794,661244,YDR103W,+
1130,chrIV,661028,661478,YDR104C,-
1131,chrIV,665217,665667,YDR105C,-
1132,chrIV,667552,668002,YDR106W,+
1133,chrIV,668716,669166,YDR107C,-
1134,chrIV,673158,673608,YDR108W,+
1135,chrIV,673329,673779,YDR109C,-
1136,chrIV,677468,677918,YDR110W,+
1137,chrIV,677971,678421,YDR111C,-
1138,chrIV,679502,679952,YDR112W,+
1139,chrIV,680316,680766,YDR113C,-
1140,chrIV,681824,682274,YDR114C,-
1141,chrIV,682256,682706,YDR115W,+
1142,chrIV,682624,683074,YDR116C,-
1143,chrIV,683773,684223,YDR117C,-
1144,chrIV,687534,687984,YDR118W-A,+
1145,chrIV,687607,688057,YDR118W,+
1146,chrIV,690183,690633,YDR119W,+
1147,chrIV,690864,691314,YDR119W-A,+
1148,chrIV,691449,691899,YDR120C,-
1149,chrIV,693930,694380,YDR121W,+
1150,chrIV,697707,698157,YDR122W,+
1151,chrIV,698454,698904,YDR123C,-
1152,chrIV,700939,701389,YDR124W,+
1153,chrIV,701297,701747,YDR125C,-
1154,chrIV,703894,704344,YDR126W,+
1155,chrIV,709022,709472,YDR127W,+
1156,chrIV,712773,713223,YDR128W,+
1157,chrIV,713093,713543,YDR129C,-
1158,chrIV,715547,715997,YDR130C,-
1159,chrIV,716611,717061,YDR131C,-
1160,chrIV,718598,719048,YDR132C,-
1161,chrIV,720862,721312,YDR133C,-
1162,chrIV,722807,723257,YDR135C,-
1163,chrIV,727611,728061,YDR136C,-
1164,chrIV,730038,730488,YDR137W,+
1165,chrIV,732486,732936,YDR138W,+
1166,chrIV,733254,733704,YDR139C,-
1167,chrIV,734557,735007,YDR140W,+
1168,chrIV,734597,735047,YDR141C,-
1169,chrIV,740337,740787,YDR142C,-
1170,chrIV,741942,742392,YDR143C,-
1171,chrIV,744123,744573,YDR144C,-
1172,chrIV,748007,748457,YDR145W,+
1173,chrIV,748513,748963,YDR146C,-
1174,chrIV,752916,753366,YDR147W,+
1175,chrIV,753439,753889,YDR148C,-
1176,chrIV,755455,755905,YDR149C,-
1177,chrIV,763524,763974,YDR150W,+
1178,chrIV,764078,764528,YDR151C,-
1179,chrIV,766198,766648,YDR152W,+
1180,chrIV,766515,766965,YDR153C,-
1181,chrIV,768290,768740,YDR155C,-
1182,chrIV,768303,768753,YDR154C,-
1183,chrIV,769682,770132,YDR156W,+
1184,chrIV,769982,770432,YDR157W,+
1185,chrIV,771227,771677,YDR158W,+
1186,chrIV,775432,775882,YDR159W,+
1187,chrIV,778371,778821,YDR160W,+
1188,chrIV,779934,780384,YDR161W,+
1189,chrIV,780079,780529,YDR162C,-
1190,chrIV,781647,782097,YDR163W,+
1191,chrIV,781763,782213,YDR164C,-
1192,chrIV,785943,786393,YDR165W,+
1193,chrIV,786048,786498,YDR166C,-
1194,chrIV,789809,790259,YDR167W,+
1195,chrIV,791548,791998,YDR168W,+
1196,chrIV,791848,792298,YDR169C,-
1197,chrIV,794474,794924,YDR169C-A,-
1198,chrIV,795888,796338,YDR170C,-
1199,chrIV,807398,807848,YDR171W,+
1200,chrIV,810079,810529,YDR172W,+
1201,chrIV,810465,810915,YDR173C,-
1202,chrIV,812500,812950,YDR174W,+
1203,chrIV,812971,813421,YDR175C,-
1204,chrIV,816263,816713,YDR176W,+
1205,chrIV,817314,817764,YDR177W,+
1206,chrIV,818218,818668,YDR178W,+
1207,chrIV,818535,818985,YDR179C,-
1208,chrIV,820527,820977,YDR179W-A,+
1209,chrIV,825475,825925,YDR180W,+
1210,chrIV,825543,825993,YDR181C,-
1211,chrIV,828820,829270,YDR182W,+
1212,chrIV,829020,829470,YDR182W-A,+
1213,chrIV,829974,830424,YDR183W,+
1214,chrIV,830297,830747,YDR183C-A,-
1215,chrIV,830369,830819,YDR184C,-
1216,chrIV,831630,832080,YDR185C,-
1217,chrIV,832759,833209,YDR186C,-
1218,chrIV,836128,836578,YDR187C,-
1219,chrIV,837820,838270,YDR188W,+
1220,chrIV,840042,840492,YDR189W,+
1221,chrIV,840393,840843,YDR190C,-
1222,chrIV,843099,843549,YDR191W,+
1223,chrIV,843469,843919,YDR192C,-
1224,chrIV,844602,845052,YDR193W,+
1225,chrIV,845846,846296,YDR194C,-
1226,chrIV,847873,848323,YDR194W-A,+
1227,chrIV,849850,850300,YDR195W,+
1228,chrIV,850080,850530,YDR196C,-
1229,chrIV,852169,852619,YDR197W,+
1230,chrIV,852433,852883,YDR198C,-
1231,chrIV,854179,854629,YDR200C,-
1232,chrIV,854190,854640,YDR199W,+
1233,chrIV,856646,857096,YDR201W,+
1234,chrIV,856754,857204,YDR202C,-
1235,chrIV,857649,858099,YDR203W,+
1236,chrIV,858926,859376,YDR204W,+
1237,chrIV,861170,861620,YDR205W,+
1238,chrIV,864488,864938,YDR206W,+
1239,chrIV,864912,865362,YDR207C,-
1240,chrIV,870276,870726,YDR208W,+
1241,chrIV,870936,871386,YDR209C,-
1242,chrIV,871132,871582,YDR210W,+
1243,chrIV,886515,886965,YDR211W,+
1244,chrIV,888757,889207,YDR212W,+
1245,chrIV,892142,892592,YDR213W,+
1246,chrIV,893668,894118,YDR214W,+
1247,chrIV,893989,894439,YDR215C,-
1248,chrIV,899125,899575,YDR216W,+
1249,chrIV,899451,899901,YDR217C,-
1250,chrIV,903681,904131,YDR218C,-
1251,chrIV,905355,905805,YDR219C,-
1252,chrIV,906900,907350,YDR220C,-
1253,chrIV,909246,909696,YDR221W,+
1254,chrIV,910951,911401,YDR222W,+
1255,chrIV,913455,913905,YDR223W,+
1256,chrIV,914029,914479,YDR224C,-
1257,chrIV,915578,916028,YDR225W,+
1258,chrIV,916960,917410,YDR226W,+
1259,chrIV,921297,921747,YDR227W,+
1260,chrIV,921826,922276,YDR228C,-
1261,chrIV,925850,926300,YDR229W,+
1262,chrIV,926083,926533,YDR231C,-
1263,chrIV,926220,926670,YDR230W,+
1264,chrIV,929100,929550,YDR232W,+
1265,chrIV,929261,929711,YDR233C,-
1266,chrIV,932860,933310,YDR234W,+
1267,chrIV,934861,935311,YDR235W,+
1268,chrIV,935023,935473,YDR236C,-
1269,chrIV,937261,937711,YDR237W,+
1270,chrIV,937447,937897,YDR238C,-
1271,chrIV,940876,941326,YDR239C,-
1272,chrIV,943574,944024,YDR240C,-
1273,chrIV,945088,945538,YDR241W,+
1274,chrIV,948085,948535,YDR243C,-
1275,chrIV,948250,948700,YDR242W,+
1276,chrIV,952244,952694,YDR244W,+
1277,chrIV,953785,954235,YDR245W,+
1278,chrIV,954750,955200,YDR246W,+
1279,chrIV,954983,955433,YDR246W-A,+
1280,chrIV,957226,957676,YDR247W,+
1281,chrIV,957559,958009,YDR248C,-
1282,chrIV,958463,958913,YDR249C,-
1283,chrIV,959986,960436,YDR250C,-
1284,chrIV,962932,963382,YDR251W,+
1285,chrIV,963640,964090,YDR252W,+
1286,chrIV,963806,964256,YDR253C,-
1287,chrIV,966167,966617,YDR254W,+
1288,chrIV,966457,966907,YDR255C,-
1289,chrIV,968033,968483,YDR256C,-
1290,chrIV,969890,970340,YDR257C,-
1291,chrIV,971708,972158,YDR258C,-
1292,chrIV,974531,974981,YDR259C,-
1293,chrIV,976269,976719,YDR260C,-
1294,chrIV,977293,977743,YDR261C,-
1295,chrIV,993798,994248,YDR262W,+
1296,chrIV,994087,994537,YDR263C,-
1297,chrIV,995663,996113,YDR264C,-
1298,chrIV,999527,999977,YDR265W,+
1299,chrIV,1000004,1000454,YDR266C,-
1300,chrIV,1002252,1002702,YDR267C,-
1301,chrIV,1004895,1005345,YDR268W,+
1302,chrIV,1005565,1006015,YDR269C,-
1303,chrIV,1008295,1008745,YDR271C,-
1304,chrIV,1008339,1008789,YDR270W,+
1305,chrIV,1009536,1009986,YDR272W,+
1306,chrIV,1010951,1011401,YDR273W,+
1307,chrIV,1011489,1011939,YDR274C,-
1308,chrIV,1012897,1013347,YDR275W,+
1309,chrIV,1013003,1013453,YDR276C,-
1310,chrIV,1014097,1014547,YDR277C,-
1311,chrIV,1016901,1017351,YDR278C,-
1312,chrIV,1020102,1020552,YDR279W,+
1313,chrIV,1021422,1021872,YDR280W,+
1314,chrIV,1021594,1022044,YDR281C,-
1315,chrIV,1023116,1023566,YDR282C,-
1316,chrIV,1024834,1025284,YDR283C,-
1317,chrIV,1030359,1030809,YDR284C,-
1318,chrIV,1034876,1035326,YDR285W,+
1319,chrIV,1035040,1035490,YDR286C,-
1320,chrIV,1036608,1037058,YDR287W,+
